код_модуль,код_курс,код_сотрудник,оценка_курс,отзыв
модуль_4,курс_1,студент_169,1,Преподаватели не отвечают на вопросы.
модуль_7,курс_1,студент_169,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_8,курс_1,студент_169,3,"Курс неплохой, но слишком много теории."
модуль_9,курс_1,студент_169,3,"Материал неплохой, но иногда скучновато."
модуль_6,курс_1,студент_170,3,"Достаточно информативно, но не хватило времени на практику."
модуль_7,курс_1,студент_170,5,Преподаватели дают много полезных советов.
модуль_10,курс_1,студент_170,3,"Средний курс, ожидал немного большего."
модуль_1,курс_1,студент_171,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_3,курс_1,студент_171,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_6,курс_1,студент_171,1,Преподаватели не отвечают на вопросы.
модуль_7,курс_1,студент_171,4,"Замечательный курс, все четко и по делу."
модуль_8,курс_1,студент_171,3,"Материал неплохой, но иногда скучновато."
модуль_9,курс_1,студент_171,3,"Неплохо, но можно было бы улучшить организацию."
модуль_1,курс_1,студент_172,4,Материалы курса на высшем уровне.
модуль_3,курс_1,студент_172,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_7,курс_1,студент_172,3,"Материал неплохой, но иногда скучновато."
модуль_2,курс_1,студент_173,2,Курс не оправдал ожиданий.
модуль_5,курс_1,студент_173,5,Преподаватели дают много полезных советов.
модуль_6,курс_1,студент_173,2,"Слишком много теории, мало практики."
модуль_1,курс_1,студент_174,5,"Преподаватели супер, материал изложен доступно."
модуль_3,курс_1,студент_174,2,"Очень скучно, мало полезной информации."
модуль_4,курс_1,студент_174,3,"Неплохо, но можно было бы улучшить организацию."
модуль_6,курс_1,студент_174,4,Преподаватели дают много полезных советов.
модуль_7,курс_1,студент_174,4,Материалы курса на высшем уровне.
модуль_9,курс_1,студент_174,2,Курс не оправдал ожиданий.
модуль_10,курс_1,студент_174,5,"Много практических занятий, что очень полезно."
модуль_1,курс_1,студент_175,5,"Замечательный курс, все четко и по делу."
модуль_2,курс_1,студент_175,3,"Средний курс, ожидал немного большего."
модуль_3,курс_1,студент_175,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_6,курс_1,студент_175,3,"Достаточно информативно, но не хватило времени на практику."
модуль_1,курс_1,студент_176,4,"Отличный курс, много полезной информации."
модуль_4,курс_1,студент_176,2,Материалы курса плохо структурированы.
модуль_4,курс_1,студент_177,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_5,курс_1,студент_177,1,"Очень разочарован, зря потратил время."
модуль_6,курс_1,студент_177,2,"Слишком много теории, мало практики."
модуль_7,курс_1,студент_177,3,"Достаточно информативно, но не хватило времени на практику."
модуль_8,курс_1,студент_177,1,"Очень скучно, мало полезной информации."
модуль_1,курс_1,студент_178,2,Организация учебного процесса оставляет желать лучшего.
модуль_3,курс_1,студент_178,1,Преподаватели не смогли заинтересовать.
модуль_4,курс_1,студент_178,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_6,курс_1,студент_178,4,Очень хорошие учебные материалы.
модуль_7,курс_1,студент_178,4,"Преподаватели супер, материал изложен доступно."
модуль_8,курс_1,студент_178,2,"Слишком много теории, мало практики."
модуль_10,курс_1,студент_178,1,Материалы курса плохо структурированы.
модуль_2,курс_1,студент_179,3,"Средний курс, ожидал немного большего."
модуль_3,курс_1,студент_179,1,Материалы курса плохо структурированы.
модуль_4,курс_1,студент_179,4,"Замечательный курс, все четко и по делу."
модуль_6,курс_1,студент_179,5,Отличная организация учебного процесса.
модуль_10,курс_1,студент_179,3,"В целом неплохо, но есть куда расти."
модуль_1,курс_1,студент_180,3,"В целом неплохо, но есть куда расти."
модуль_2,курс_1,студент_180,3,"Достаточно информативно, но не хватило времени на практику."
модуль_4,курс_1,студент_180,1,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_1,студент_180,5,Отличная организация учебного процесса.
модуль_8,курс_1,студент_180,5,Отличная организация учебного процесса.
модуль_10,курс_1,студент_180,5,Материалы курса на высшем уровне.
модуль_4,курс_1,студент_181,3,"Нормально, но хотелось бы больше интерактива."
модуль_5,курс_1,студент_181,1,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_1,студент_181,4,Отличная организация учебного процесса.
модуль_9,курс_1,студент_181,3,"Средний курс, ожидал немного большего."
модуль_2,курс_1,студент_182,4,"Отличный курс, много полезной информации."
модуль_4,курс_1,студент_182,2,"Слишком много теории, мало практики."
модуль_7,курс_1,студент_182,1,Курс не оправдал ожиданий.
модуль_8,курс_1,студент_182,2,Преподаватели не смогли заинтересовать.
модуль_10,курс_1,студент_182,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_2,курс_1,студент_183,3,Материалы курса иногда тяжело воспринимаются.
модуль_3,курс_1,студент_183,3,"Неплохо, но можно было бы улучшить организацию."
модуль_5,курс_1,студент_183,4,"Отличный курс, много полезной информации."
модуль_7,курс_1,студент_183,3,Материалы курса иногда тяжело воспринимаются.
модуль_8,курс_1,студент_183,2,"Очень скучно, мало полезной информации."
модуль_9,курс_1,студент_183,4,Очень хорошие учебные материалы.
модуль_10,курс_1,студент_183,4,"Отличный курс, много полезной информации."
модуль_5,курс_1,студент_184,2,"Материалы устарели, нуждаются в обновлении."
модуль_8,курс_1,студент_184,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_10,курс_1,студент_184,3,"Средний курс, ожидал немного большего."
модуль_1,курс_1,студент_185,3,"Неплохо, но можно было бы улучшить организацию."
модуль_2,курс_1,студент_185,2,"Не понравился курс, материал плохо подан."
модуль_7,курс_1,студент_185,1,Преподаватели не отвечают на вопросы.
модуль_2,курс_1,студент_186,1,Преподаватели не смогли заинтересовать.
модуль_3,курс_1,студент_186,3,"Достаточно информативно, но не хватило времени на практику."
модуль_4,курс_1,студент_186,2,Материалы курса плохо структурированы.
модуль_6,курс_1,студент_186,5,Отличная организация учебного процесса.
модуль_10,курс_1,студент_186,1,"Очень разочарован, зря потратил время."
модуль_5,курс_1,студент_187,5,"Преподаватели супер, материал изложен доступно."
модуль_6,курс_1,студент_187,4,"Отличный курс, много полезной информации."
модуль_8,курс_1,студент_187,2,"Не понравился курс, материал плохо подан."
модуль_9,курс_1,студент_187,5,Очень хорошие учебные материалы.
модуль_10,курс_1,студент_187,3,"Неплохо, но можно было бы улучшить организацию."
модуль_3,курс_1,студент_188,1,Преподаватели не смогли заинтересовать.
модуль_8,курс_1,студент_188,3,"Материал неплохой, но иногда скучновато."
модуль_9,курс_1,студент_188,5,Материалы курса на высшем уровне.
модуль_10,курс_1,студент_188,4,"Преподаватели супер, материал изложен доступно."
модуль_1,курс_1,студент_189,4,Отличная организация учебного процесса.
модуль_4,курс_1,студент_189,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_6,курс_1,студент_189,4,Отличная организация учебного процесса.
модуль_3,курс_1,студент_190,1,"Очень скучно, мало полезной информации."
модуль_5,курс_1,студент_190,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_8,курс_1,студент_190,4,Отличная организация учебного процесса.
модуль_10,курс_1,студент_190,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_1,курс_1,студент_191,3,"Нормально, но хотелось бы больше интерактива."
модуль_2,курс_1,студент_191,1,Организация учебного процесса оставляет желать лучшего.
модуль_3,курс_1,студент_191,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_4,курс_1,студент_191,5,Отличная организация учебного процесса.
модуль_6,курс_1,студент_191,4,Отличная организация учебного процесса.
модуль_7,курс_1,студент_191,5,"Замечательный курс, все четко и по делу."
модуль_8,курс_1,студент_191,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_9,курс_1,студент_191,4,"Отличный курс, много полезной информации."
модуль_10,курс_1,студент_191,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_2,курс_1,студент_192,3,"Средний курс, ожидал немного большего."
модуль_3,курс_1,студент_192,4,Отличная организация учебного процесса.
модуль_4,курс_1,студент_192,2,"Не понравился курс, материал плохо подан."
модуль_5,курс_1,студент_192,3,"Достаточно информативно, но не хватило времени на практику."
модуль_6,курс_1,студент_192,3,"Материал неплохой, но иногда скучновато."
модуль_7,курс_1,студент_192,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_8,курс_1,студент_192,2,Преподаватели не отвечают на вопросы.
модуль_10,курс_1,студент_192,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_1,студент_193,3,"В целом неплохо, но есть куда расти."
модуль_3,курс_1,студент_193,2,Материалы курса плохо структурированы.
модуль_8,курс_1,студент_193,2,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_1,студент_194,1,"Очень разочарован, зря потратил время."
модуль_6,курс_1,студент_194,4,"Отличный курс, много полезной информации."
модуль_7,курс_1,студент_194,5,Материалы курса на высшем уровне.
модуль_8,курс_1,студент_194,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_1,студент_194,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_10,курс_1,студент_194,5,Преподаватели дают много полезных советов.
модуль_2,курс_1,студент_195,5,"Замечательный курс, все четко и по делу."
модуль_3,курс_1,студент_195,2,"Очень скучно, мало полезной информации."
модуль_4,курс_1,студент_195,3,"Средний курс, ожидал немного большего."
модуль_7,курс_1,студент_195,2,Организация учебного процесса оставляет желать лучшего.
модуль_8,курс_1,студент_195,3,"Средний курс, ожидал немного большего."
модуль_9,курс_1,студент_195,3,Материалы курса иногда тяжело воспринимаются.
модуль_5,курс_1,студент_196,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_6,курс_1,студент_196,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_7,курс_1,студент_196,2,"Очень разочарован, зря потратил время."
модуль_8,курс_1,студент_196,3,"Средний курс, ожидал немного большего."
модуль_9,курс_1,студент_196,1,"Очень скучно, мало полезной информации."
модуль_10,курс_1,студент_196,3,"Материал неплохой, но иногда скучновато."
модуль_3,курс_1,студент_197,2,"Очень разочарован, зря потратил время."
модуль_4,курс_1,студент_197,3,"Нормально, но хотелось бы больше интерактива."
модуль_9,курс_1,студент_197,4,"Преподаватели супер, материал изложен доступно."
модуль_10,курс_1,студент_197,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_1,студент_198,2,"Очень разочарован, зря потратил время."
модуль_2,курс_1,студент_198,2,Преподаватели не отвечают на вопросы.
модуль_4,курс_1,студент_198,3,Материалы курса иногда тяжело воспринимаются.
модуль_5,курс_1,студент_198,3,"Неплохо, но можно было бы улучшить организацию."
модуль_8,курс_1,студент_198,3,"Курс неплохой, но слишком много теории."
модуль_9,курс_1,студент_198,1,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_1,студент_198,1,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_1,студент_199,3,"Материал неплохой, но иногда скучновато."
модуль_4,курс_1,студент_199,3,"Нормально, но хотелось бы больше интерактива."
модуль_5,курс_1,студент_199,4,Преподаватели дают много полезных советов.
модуль_8,курс_1,студент_199,3,"В целом неплохо, но есть куда расти."
модуль_10,курс_1,студент_199,4,"Много практических занятий, что очень полезно."
модуль_3,курс_1,студент_200,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_6,курс_1,студент_200,4,"Много практических занятий, что очень полезно."
модуль_7,курс_1,студент_200,5,Материалы курса на высшем уровне.
модуль_9,курс_1,студент_200,1,"Очень разочарован, зря потратил время."
модуль_2,курс_2,студент_1,1,"Не понравился курс, материал плохо подан."
модуль_3,курс_2,студент_1,4,Отличная организация учебного процесса.
модуль_6,курс_2,студент_1,2,"Не понравился курс, материал плохо подан."
модуль_8,курс_2,студент_1,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_1,4,Материалы курса на высшем уровне.
модуль_1,курс_2,студент_2,1,"Очень скучно, мало полезной информации."
модуль_2,курс_2,студент_2,3,"Средний курс, ожидал немного большего."
модуль_3,курс_2,студент_2,4,"Много практических занятий, что очень полезно."
модуль_6,курс_2,студент_2,1,"Очень скучно, мало полезной информации."
модуль_7,курс_2,студент_2,3,"Нормально, но хотелось бы больше интерактива."
модуль_2,курс_2,студент_3,5,"Замечательный курс, все четко и по делу."
модуль_7,курс_2,студент_3,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_8,курс_2,студент_3,1,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_2,студент_4,3,Материалы курса иногда тяжело воспринимаются.
модуль_2,курс_2,студент_4,5,"Много практических занятий, что очень полезно."
модуль_4,курс_2,студент_4,2,"Не понравился курс, материал плохо подан."
модуль_5,курс_2,студент_4,5,Очень хорошие учебные материалы.
модуль_6,курс_2,студент_4,3,"Достаточно информативно, но не хватило времени на практику."
модуль_7,курс_2,студент_4,5,Очень хорошие учебные материалы.
модуль_10,курс_2,студент_4,2,Преподаватели не отвечают на вопросы.
модуль_1,курс_2,студент_5,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_2,курс_2,студент_5,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_3,курс_2,студент_5,2,"Очень скучно, мало полезной информации."
модуль_4,курс_2,студент_5,2,Преподаватели не смогли заинтересовать.
модуль_5,курс_2,студент_5,4,Материалы курса на высшем уровне.
модуль_10,курс_2,студент_5,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_6,1,"Материалы устарели, нуждаются в обновлении."
модуль_3,курс_2,студент_6,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_4,курс_2,студент_6,2,"Слишком много теории, мало практики."
модуль_5,курс_2,студент_6,1,Курс не оправдал ожиданий.
модуль_6,курс_2,студент_6,1,Материалы курса плохо структурированы.
модуль_9,курс_2,студент_6,3,"Нормально, но хотелось бы больше интерактива."
модуль_1,курс_2,студент_7,1,"Слишком много теории, мало практики."
модуль_5,курс_2,студент_7,2,Курс не оправдал ожиданий.
модуль_6,курс_2,студент_7,1,Преподаватели не отвечают на вопросы.
модуль_7,курс_2,студент_7,4,Материалы курса на высшем уровне.
модуль_8,курс_2,студент_7,3,Материалы курса иногда тяжело воспринимаются.
модуль_9,курс_2,студент_7,1,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_2,студент_8,3,"Нормально, но хотелось бы больше интерактива."
модуль_4,курс_2,студент_8,5,Очень хорошие учебные материалы.
модуль_5,курс_2,студент_8,5,Материалы курса на высшем уровне.
модуль_8,курс_2,студент_8,4,"Отличный курс, много полезной информации."
модуль_9,курс_2,студент_8,1,"Слишком много теории, мало практики."
модуль_3,курс_2,студент_9,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_4,курс_2,студент_9,3,"Средний курс, ожидал немного большего."
модуль_6,курс_2,студент_9,3,"Неплохо, но можно было бы улучшить организацию."
модуль_9,курс_2,студент_9,2,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_9,2,"Слишком много теории, мало практики."
модуль_1,курс_2,студент_10,2,"Материалы устарели, нуждаются в обновлении."
модуль_3,курс_2,студент_10,2,"Слишком много теории, мало практики."
модуль_4,курс_2,студент_10,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_5,курс_2,студент_10,5,Преподаватели дают много полезных советов.
модуль_6,курс_2,студент_10,1,"Слишком много теории, мало практики."
модуль_8,курс_2,студент_10,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_5,курс_2,студент_11,1,Преподаватели не отвечают на вопросы.
модуль_6,курс_2,студент_11,1,"Очень скучно, мало полезной информации."
модуль_7,курс_2,студент_11,4,"Замечательный курс, все четко и по делу."
модуль_8,курс_2,студент_11,2,Материалы курса плохо структурированы.
модуль_9,курс_2,студент_11,5,"Замечательный курс, все четко и по делу."
модуль_10,курс_2,студент_11,4,Преподаватели дают много полезных советов.
модуль_2,курс_2,студент_12,4,"Замечательный курс, все четко и по делу."
модуль_3,курс_2,студент_12,1,"Материалы устарели, нуждаются в обновлении."
модуль_4,курс_2,студент_12,4,"Отличный курс, много полезной информации."
модуль_7,курс_2,студент_12,3,"Нормально, но хотелось бы больше интерактива."
модуль_8,курс_2,студент_12,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_13,2,Курс не оправдал ожиданий.
модуль_3,курс_2,студент_13,3,"Средний курс, ожидал немного большего."
модуль_5,курс_2,студент_13,1,Преподаватели не отвечают на вопросы.
модуль_9,курс_2,студент_13,3,Материалы курса иногда тяжело воспринимаются.
модуль_2,курс_2,студент_14,3,"Курс неплохой, но слишком много теории."
модуль_8,курс_2,студент_14,3,"Нормально, но хотелось бы больше интерактива."
модуль_9,курс_2,студент_14,3,Материалы курса иногда тяжело воспринимаются.
модуль_2,курс_2,студент_15,3,"Средний курс, ожидал немного большего."
модуль_4,курс_2,студент_15,1,Преподаватели не смогли заинтересовать.
модуль_7,курс_2,студент_15,4,Материалы курса на высшем уровне.
модуль_10,курс_2,студент_15,1,"Очень скучно, мало полезной информации."
модуль_1,курс_2,студент_16,3,"Неплохо, но можно было бы улучшить организацию."
модуль_4,курс_2,студент_16,3,Материалы курса иногда тяжело воспринимаются.
модуль_5,курс_2,студент_16,1,"Слишком много теории, мало практики."
модуль_6,курс_2,студент_16,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_8,курс_2,студент_16,1,Преподаватели не отвечают на вопросы.
модуль_9,курс_2,студент_16,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_10,курс_2,студент_16,4,Очень хорошие учебные материалы.
модуль_1,курс_2,студент_17,5,"Преподаватели супер, материал изложен доступно."
модуль_3,курс_2,студент_17,2,Материалы курса плохо структурированы.
модуль_4,курс_2,студент_17,2,"Очень скучно, мало полезной информации."
модуль_5,курс_2,студент_17,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_6,курс_2,студент_17,1,Преподаватели не отвечают на вопросы.
модуль_8,курс_2,студент_17,4,"Замечательный курс, все четко и по делу."
модуль_9,курс_2,студент_17,1,"Очень разочарован, зря потратил время."
модуль_1,курс_2,студент_18,5,Материалы курса на высшем уровне.
модуль_3,курс_2,студент_18,3,"Достаточно информативно, но не хватило времени на практику."
модуль_4,курс_2,студент_18,1,"Материалы устарели, нуждаются в обновлении."
модуль_7,курс_2,студент_18,1,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_18,3,"Нормально, но хотелось бы больше интерактива."
модуль_1,курс_2,студент_19,2,Преподаватели не отвечают на вопросы.
модуль_2,курс_2,студент_19,2,"Очень разочарован, зря потратил время."
модуль_4,курс_2,студент_19,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_19,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_2,студент_19,5,"Много практических занятий, что очень полезно."
модуль_8,курс_2,студент_19,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_9,курс_2,студент_19,1,Материалы курса плохо структурированы.
модуль_10,курс_2,студент_19,4,"Отличный курс, много полезной информации."
модуль_3,курс_2,студент_20,1,"Очень разочарован, зря потратил время."
модуль_4,курс_2,студент_20,2,"Не понравился курс, материал плохо подан."
модуль_6,курс_2,студент_20,1,"Слишком много теории, мало практики."
модуль_7,курс_2,студент_20,2,"Очень разочарован, зря потратил время."
модуль_8,курс_2,студент_20,5,Материалы курса на высшем уровне.
модуль_9,курс_2,студент_20,3,"Достаточно информативно, но не хватило времени на практику."
модуль_1,курс_2,студент_21,4,"Отличный курс, много полезной информации."
модуль_2,курс_2,студент_21,3,"Достаточно информативно, но не хватило времени на практику."
модуль_4,курс_2,студент_21,4,Отличная организация учебного процесса.
модуль_7,курс_2,студент_21,1,"Не понравился курс, материал плохо подан."
модуль_8,курс_2,студент_21,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_9,курс_2,студент_21,3,"Неплохо, но можно было бы улучшить организацию."
модуль_1,курс_2,студент_22,4,"Преподаватели супер, материал изложен доступно."
модуль_3,курс_2,студент_22,2,Организация учебного процесса оставляет желать лучшего.
модуль_9,курс_2,студент_22,3,"Материал неплохой, но иногда скучновато."
модуль_1,курс_2,студент_23,3,"В целом неплохо, но есть куда расти."
модуль_5,курс_2,студент_23,3,"В целом неплохо, но есть куда расти."
модуль_7,курс_2,студент_23,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_23,3,"Нормально, но хотелось бы больше интерактива."
модуль_1,курс_2,студент_24,4,"Много практических занятий, что очень полезно."
модуль_6,курс_2,студент_24,2,"Очень разочарован, зря потратил время."
модуль_8,курс_2,студент_24,4,"Замечательный курс, все четко и по делу."
модуль_10,курс_2,студент_24,3,"Средний курс, ожидал немного большего."
модуль_1,курс_2,студент_25,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_2,курс_2,студент_25,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_4,курс_2,студент_25,2,"Не понравился курс, материал плохо подан."
модуль_5,курс_2,студент_25,4,Преподаватели дают много полезных советов.
модуль_7,курс_2,студент_25,3,"В целом неплохо, но есть куда расти."
модуль_8,курс_2,студент_25,3,"В целом неплохо, но есть куда расти."
модуль_10,курс_2,студент_25,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_26,4,"Много практических занятий, что очень полезно."
модуль_8,курс_2,студент_26,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_26,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_27,3,"Средний курс, ожидал немного большего."
модуль_2,курс_2,студент_27,5,Очень хорошие учебные материалы.
модуль_4,курс_2,студент_27,1,"Слишком много теории, мало практики."
модуль_5,курс_2,студент_27,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_8,курс_2,студент_27,3,"Курс неплохой, но слишком много теории."
модуль_9,курс_2,студент_27,4,Преподаватели дают много полезных советов.
модуль_3,курс_2,студент_28,3,"Курс неплохой, но слишком много теории."
модуль_4,курс_2,студент_28,1,Преподаватели не отвечают на вопросы.
модуль_6,курс_2,студент_28,4,Очень хорошие учебные материалы.
модуль_7,курс_2,студент_28,4,"Много практических занятий, что очень полезно."
модуль_7,курс_2,студент_29,5,"Замечательный курс, все четко и по делу."
модуль_1,курс_2,студент_30,3,"Достаточно информативно, но не хватило времени на практику."
модуль_5,курс_2,студент_30,2,Курс не оправдал ожиданий.
модуль_6,курс_2,студент_30,3,"Достаточно информативно, но не хватило времени на практику."
модуль_7,курс_2,студент_30,3,"Неплохо, но можно было бы улучшить организацию."
модуль_8,курс_2,студент_30,1,"Не понравился курс, материал плохо подан."
модуль_9,курс_2,студент_30,1,Курс не оправдал ожиданий.
модуль_1,курс_2,студент_31,3,"Неплохо, но можно было бы улучшить организацию."
модуль_2,курс_2,студент_31,2,"Материалы устарели, нуждаются в обновлении."
модуль_3,курс_2,студент_31,1,"Слишком много теории, мало практики."
модуль_4,курс_2,студент_31,2,"Материалы устарели, нуждаются в обновлении."
модуль_6,курс_2,студент_31,2,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_2,студент_31,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_3,курс_2,студент_32,1,Преподаватели не отвечают на вопросы.
модуль_4,курс_2,студент_32,5,"Много практических занятий, что очень полезно."
модуль_5,курс_2,студент_32,2,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_2,студент_32,4,Материалы курса на высшем уровне.
модуль_9,курс_2,студент_32,3,Материалы курса иногда тяжело воспринимаются.
модуль_10,курс_2,студент_32,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_33,3,"Материал неплохой, но иногда скучновато."
модуль_3,курс_2,студент_33,3,"Материал неплохой, но иногда скучновато."
модуль_7,курс_2,студент_33,5,Отличная организация учебного процесса.
модуль_9,курс_2,студент_33,1,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_33,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_34,3,Материалы курса иногда тяжело воспринимаются.
модуль_4,курс_2,студент_34,1,"Очень скучно, мало полезной информации."
модуль_5,курс_2,студент_34,4,Материалы курса на высшем уровне.
модуль_7,курс_2,студент_34,2,Организация учебного процесса оставляет желать лучшего.
модуль_8,курс_2,студент_34,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_9,курс_2,студент_34,3,"В целом неплохо, но есть куда расти."
модуль_10,курс_2,студент_34,3,"Курс неплохой, но слишком много теории."
модуль_2,курс_2,студент_35,4,Материалы курса на высшем уровне.
модуль_4,курс_2,студент_35,3,"Неплохо, но можно было бы улучшить организацию."
модуль_5,курс_2,студент_35,5,Преподаватели дают много полезных советов.
модуль_6,курс_2,студент_35,1,Материалы курса плохо структурированы.
модуль_7,курс_2,студент_35,3,"Средний курс, ожидал немного большего."
модуль_8,курс_2,студент_35,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_35,5,"Много практических занятий, что очень полезно."
модуль_10,курс_2,студент_35,3,"Материал неплохой, но иногда скучновато."
модуль_2,курс_2,студент_36,3,"Материал неплохой, но иногда скучновато."
модуль_6,курс_2,студент_36,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_7,курс_2,студент_36,3,"В целом неплохо, но есть куда расти."
модуль_8,курс_2,студент_36,2,Материалы курса плохо структурированы.
модуль_9,курс_2,студент_36,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_1,курс_2,студент_37,5,Преподаватели дают много полезных советов.
модуль_4,курс_2,студент_37,2,Преподаватели не отвечают на вопросы.
модуль_8,курс_2,студент_37,2,Преподаватели не отвечают на вопросы.
модуль_9,курс_2,студент_37,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_38,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_38,5,Материалы курса на высшем уровне.
модуль_3,курс_2,студент_38,1,"Слишком много теории, мало практики."
модуль_4,курс_2,студент_38,5,"Замечательный курс, все четко и по делу."
